"","University_Name","UniversityNo","Year","Topic","Province","University_Name_Location","Plan_Number","Lowest_Ranking","Score","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance"
"5041","北京科技大学",10008,2011,"理科","北京","北京科技大学",42,29750,568,13.8,0.059919028340081,1411358,1961.9,65.5,719.383250930221,30392,0.978876020005265,"beijingkejidaxue",2129
"5042","北京科技大学",10008,2012,"理科","北京","北京科技大学",49,13395,609,13.97,0.0613293051359517,1625193,2018.6,69.2,805.108986426236,29207,0.458622932858561,"beijingkejidaxue",2129
"5043","北京科技大学",10008,2010,"理科","北京","北京科技大学",31,11773,643,14.25,0.0893004115226337,1215300,1860,61.5,653.387096774194,29550,0.398409475465313,"beijingkejidaxue",2129
"5050","北京科技大学",10008,2015,"文科","北京","北京科技大学",1,3875,603,66.45,0.0497659906396256,2133083,2152,75.4,991.209572490706,16964,0.228424899787786,"beijingkejidaxue",2129
"5064","北京科技大学",10008,2014,"理科","北京","北京科技大学",57,14879,597,65.2,0.0530844155844156,1950056,2114.8,75.6,922.09948931341,43106,0.345172365795945,"beijingkejidaxue",2129
"5065","北京科技大学",10008,2013,"理科","北京","北京科技大学",56,14460,605,13,0.0576642335766423,1787940,2069.3,72.7,864.031314937418,40420,0.357743691241959,"beijingkejidaxue",2129
"5084","北京第二外国语学院",10031,2010,"理科","北京","北京第二外国语学院",12,14050,640,0,0,1215300,1860,61.5,653.387096774194,29550,0.475465313028765,"beijingdierwaiguoyuxueyuan",2146
"5093","北京第二外国语学院",10031,2014,"理科","北京","北京第二外国语学院",18,25962,580,60.17,0,1950056,2114.8,75.6,922.09948931341,43106,0.602282744861504,"beijingdierwaiguoyuxueyuan",2146
"5099","北京第二外国语学院",10031,2012,"理科","北京","北京第二外国语学院",13,12942,610,0,0,1625193,2018.6,69.2,805.108986426236,29207,0.443112952374431,"beijingdierwaiguoyuxueyuan",2146
"5106","北京第二外国语学院",10031,2012,"文科","北京","北京第二外国语学院",11,2908,613,0,0,1625193,2018.6,69.2,805.108986426236,10000,0.2908,"beijingdierwaiguoyuxueyuan",2146
"5118","北京第二外国语学院",10031,2015,"理科","北京","北京第二外国语学院",18,22372,609,0,0,2133083,2152,75.4,991.209572490706,51000,0.438666666666667,"beijingdierwaiguoyuxueyuan",2146
"5132","北京第二外国语学院",10031,2013,"文科","北京","北京第二外国语学院",13,2537,621,0,0,1787940,2069.3,72.7,864.031314937418,12924,0.196301454658001,"beijingdierwaiguoyuxueyuan",2146
"5139","北京第二外国语学院",10031,2011,"文科","北京","北京第二外国语学院",9,3614,603,0,0,1411358,1961.9,65.5,719.383250930221,10919,0.330982690722594,"beijingdierwaiguoyuxueyuan",2146
"5142","北京第二外国语学院",10031,2013,"理科","北京","北京第二外国语学院",18,18670,597,0,0,1787940,2069.3,72.7,864.031314937418,40420,0.461900049480455,"beijingdierwaiguoyuxueyuan",2146
"5154","北京第二外国语学院",10031,2015,"文科","北京","北京第二外国语学院",13,4655,600,0,0,2133083,2152,75.4,991.209572490706,16964,0.274404621551521,"beijingdierwaiguoyuxueyuan",2146
"5179","北京第二外国语学院",10031,2014,"文科","北京","北京第二外国语学院",13,13347,580,60.17,0,1950056,2114.8,75.6,922.09948931341,14000,0.953357142857143,"beijingdierwaiguoyuxueyuan",2146
"5191","北京第二外国语学院",10031,2011,"理科","北京","北京第二外国语学院",13,15042,589,0,0,1411358,1961.9,65.5,719.383250930221,30392,0.494932877072914,"beijingdierwaiguoyuxueyuan",2146
"5213","北京第二外国语学院",10031,2010,"文科","北京","北京第二外国语学院",13,2453,621,0,0,1215300,1860,61.5,653.387096774194,10869,0.22568773576226,"beijingdierwaiguoyuxueyuan",2146
"5228","北京航空航天大学",10006,2011,"理科","北京","北京航空航天大学",52,1860,629,21.96,0.0748987854251012,1411358,1961.9,65.5,719.383250930221,30392,0.0612003158725981,"beijinghangkonghangtiandaxue",2129
"5231","北京航空航天大学",10006,2010,"理科","北京","北京航空航天大学",47,1647,672,22.14,0.104115226337449,1215300,1860,61.5,653.387096774194,29550,0.0557360406091371,"beijinghangkonghangtiandaxue",2129
"5236","北京航空航天大学",10006,2014,"理科","北京","北京航空航天大学",60,1527,646,68.36,0.0803571428571429,1950056,2114.8,75.6,922.09948931341,43106,0.0354243028812694,"beijinghangkonghangtiandaxue",2129
"5249","北京航空航天大学",10006,2015,"理科","北京","北京航空航天大学",83,2191,658,70.65,0.0897035881435257,2133083,2152,75.4,991.209572490706,51000,0.0429607843137255,"beijinghangkonghangtiandaxue",2129
"5260","北京航空航天大学",10006,2011,"文科","北京","北京航空航天大学",3,1333,617,21.96,0.0748987854251012,1411358,1961.9,65.5,719.383250930221,10919,0.122080776627896,"beijinghangkonghangtiandaxue",2129
"5271","北京航空航天大学",10006,2012,"文科","北京","北京航空航天大学",3,1178,626,21.85,0.0628398791540786,1625193,2018.6,69.2,805.108986426236,10000,0.1178,"beijinghangkonghangtiandaxue",2129
"5282","北京航空航天大学",10006,2015,"文科","北京","北京航空航天大学",4,2029,613,70.65,0.0897035881435257,2133083,2152,75.4,991.209572490706,16964,0.119606224946946,"beijinghangkonghangtiandaxue",2129
"5299","北京航空航天大学",10006,2010,"文科","北京","北京航空航天大学",3,2976,619,22.14,0.104115226337449,1215300,1860,61.5,653.387096774194,10869,0.273806237924372,"beijinghangkonghangtiandaxue",2129
"5308","北京航空航天大学",10006,2012,"理科","北京","北京航空航天大学",55,2071,647,21.85,0.0628398791540786,1625193,2018.6,69.2,805.108986426236,29207,0.070907659122813,"beijinghangkonghangtiandaxue",2129
"5319","北京航空航天大学",10006,2013,"理科","北京","北京航空航天大学",55,1854,647,19.81,0.0600973236009732,1787940,2069.3,72.7,864.031314937418,40420,0.0458683819891143,"beijinghangkonghangtiandaxue",2129
"5326","北京航空航天大学",10006,2013,"文科","北京","北京航空航天大学",3,1626,627,19.81,0.0600973236009732,1787940,2069.3,72.7,864.031314937418,12924,0.125812441968431,"beijinghangkonghangtiandaxue",2129
"5349","北京语言大学",10032,2010,"文科","北京","北京语言大学",15,1698,627,1.57,0.0269958847736626,1215300,1860,61.5,653.387096774194,10869,0.15622412365443,"beijingyuyandaxue",2129
"5352","北京语言大学",10032,2015,"文科","北京","北京语言大学",14,3504,605,61.98,0,2133083,2152,75.4,991.209572490706,16964,0.206555057769394,"beijingyuyandaxue",2129
"5355","北京语言大学",10032,2014,"文科","北京","北京语言大学",16,4135,606,60.49,0,1950056,2114.8,75.6,922.09948931341,14000,0.295357142857143,"beijingyuyandaxue",2129
"5361","北京语言大学",10032,2013,"文科","北京","北京语言大学",19,3459,616,1.11,0,1787940,2069.3,72.7,864.031314937418,12924,0.267641597028784,"beijingyuyandaxue",2129
"5364","北京语言大学",10032,2011,"文科","北京","北京语言大学",15,2230,611,1.58,0,1411358,1961.9,65.5,719.383250930221,10919,0.204231156699331,"beijingyuyandaxue",2129
"5374","北京语言大学",10032,2012,"文科","北京","北京语言大学",15,3196,611,1.48,0,1625193,2018.6,69.2,805.108986426236,10000,0.3196,"beijingyuyandaxue",2129
"5385","北京邮电大学",19013,2010,"理科","北京","北京邮电大学(宏福校区)",14,22977,628,8.38,0.101646090534979,1215300,1860,61.5,653.387096774194,29550,0.77756345177665,"beijingyoudiandaxue",2127
"5386","北京邮电大学",19013,2013,"理科","北京","北京邮电大学(宏福校区)",24,28237,583,7.69,0.0788321167883212,1787940,2069.3,72.7,864.031314937418,40420,0.698589807026225,"beijingyoudiandaxue",2127
"5390","北京邮电大学",19013,2011,"理科","北京","北京邮电大学(宏福校区)",17,18045,584,8.33,0.0716599190283401,1411358,1961.9,65.5,719.383250930221,30392,0.593741774151092,"beijingyoudiandaxue",2127
"5394","北京邮电大学",19013,2014,"理科","北京","北京邮电大学(宏福校区)",26,24647,582,63.22,0.0589285714285714,1950056,2114.8,75.6,922.09948931341,43106,0.571776550828191,"beijingyoudiandaxue",2127
"5406","北京邮电大学",10013,2011,"理科","北京","北京邮电大学",89,10833,597,8.33,0.0716599190283401,1411358,1961.9,65.5,719.383250930221,30392,0.356442484864438,"beijingyoudiandaxue",2127
"5412","北京邮电大学",10013,2012,"理科","北京","北京邮电大学",90,8001,622,8.49,0.0773413897280967,1625193,2018.6,69.2,805.108986426236,29207,0.27394117848461,"beijingyoudiandaxue",2127
"5418","北京邮电大学",10013,2013,"理科","北京","北京邮电大学",101,6720,623,7.69,0.0788321167883212,1787940,2069.3,72.7,864.031314937418,40420,0.166254329539832,"beijingyoudiandaxue",2127
"5424","北京邮电大学",10013,2015,"理科","北京","北京邮电大学",96,12808,625,64.26,0.0566302652106084,2133083,2152,75.4,991.209572490706,51000,0.251137254901961,"beijingyoudiandaxue",2127
"5430","北京邮电大学",10013,2010,"理科","北京","北京邮电大学",88,11069,644,8.38,0.101646090534979,1215300,1860,61.5,653.387096774194,29550,0.374585448392555,"beijingyoudiandaxue",2127
"5436","北京邮电大学",10013,2014,"理科","北京","北京邮电大学",97,43106,560,63.22,0.0589285714285714,1950056,2114.8,75.6,922.09948931341,43106,1,"beijingyoudiandaxue",2127
"5442","北京邮电大学",19013,2015,"理科","北京","北京邮电大学(宏福校区)",28,24551,606,64.26,0.0566302652106084,2133083,2152,75.4,991.209572490706,51000,0.481392156862745,"beijingyoudiandaxue",2127
"5448","北京邮电大学",19013,2012,"理科","北京","北京邮电大学(宏福校区)",19,17608,602,8.49,0.0773413897280967,1625193,2018.6,69.2,805.108986426236,29207,0.602869175197727,"beijingyoudiandaxue",2127
"5457","华东交通大学",10404,2015,"文科","江西","华东交通大学",6,16964,573,61.7,0,1570859,4542,75.4,345.851827388815,16964,1,"huadongjiaotongdaxue",1455
"5458","华东交通大学",10404,2015,"理科","江西","华东交通大学",59,51000,577,61.7,0,1570859,4542,75.4,345.851827388815,51000,1,"huadongjiaotongdaxue",1455
"5461","华东师范大学",10269,2014,"理科","上海","华东师范大学",18,9012,611,67.73,0.116883116883117,2160212,2415.15,75.6,894.442167153179,43106,0.209066023291421,"huadongshifandaxue",1457
"5462","华东师范大学",10269,2013,"理科","上海","华东师范大学",20,12665,608,18.73,0.0912408759124088,2018172,2380.43,72.7,847.818251324341,40420,0.313334982681841,"huadongshifandaxue",1457
"5469","华东师范大学",10269,2013,"文科","上海","华东师范大学",8,1796,626,18.73,0.0912408759124088,2018172,2380.43,72.7,847.818251324341,12924,0.138966264314454,"huadongshifandaxue",1457
"5472","华东师范大学",10269,2015,"理科","上海","华东师范大学",25,6724,639,69.9,0.127457098283931,2356094,2426,75.4,971.184666117065,51000,0.131843137254902,"huadongshifandaxue",1457
"5482","华东师范大学",10269,2015,"文科","上海","华东师范大学",11,1372,619,69.9,0.127457098283931,2356094,2426,75.4,971.184666117065,16964,0.0808771516151851,"huadongshifandaxue",1457
"5495","华东师范大学",10269,2014,"文科","上海","华东师范大学",9,1685,620,67.73,0.116883116883117,2160212,2415.15,75.6,894.442167153179,14000,0.120357142857143,"huadongshifandaxue",1457
"5500","华东师范大学",10269,2012,"理科","上海","华东师范大学",12,24729,590,21.25,0.0894259818731118,1919569,2347.46,69.2,817.721707718129,29207,0.846680590269456,"huadongshifandaxue",1457
"5513","华东师范大学",10269,2010,"文科","上海","华东师范大学",4,3076,618,21.11,0.103292181069959,1504645,2210.28412774259,61.5,680.747321629064,10869,0.28300671634925,"huadongshifandaxue",1457
"5528","华东师范大学",10269,2012,"文科","上海","华东师范大学",8,2597,615,21.25,0.0894259818731118,1919569,2347.46,69.2,817.721707718129,10000,0.2597,"huadongshifandaxue",1457
"5542","华东政法大学",10276,2014,"理科","上海","华东政法大学",30,21748,586,60.59,0,2160212,2415.15,75.6,894.442167153179,43106,0.504523732195054,"huadongzhengfadaxue",1457
"5543","华东政法大学",10276,2012,"文科","上海","华东政法大学",23,3855,608,1.3,0.0256495468277946,1919569,2347.46,69.2,817.721707718129,10000,0.3855,"huadongzhengfadaxue",1457
"5548","华东政法大学",10276,2014,"文科","上海","华东政法大学",22,5462,600,60.59,0,2160212,2415.15,75.6,894.442167153179,14000,0.390142857142857,"huadongzhengfadaxue",1457
"5561","华东政法大学",10276,2013,"理科","上海","华东政法大学",34,22447,591,1.42,0.0257907542579075,2018172,2380.43,72.7,847.818251324341,40420,0.55534388916378,"huadongzhengfadaxue",1457
"5574","华东政法大学",10276,2012,"理科","上海","华东政法大学",27,18808,599,1.3,0.0256495468277946,1919569,2347.46,69.2,817.721707718129,29207,0.643955216215291,"huadongzhengfadaxue",1457
"5576","华东政法大学",10276,2015,"文科","上海","华东政法大学",15,2771,609,62.09,0,2356094,2426,75.4,971.184666117065,16964,0.16334590898373,"huadongzhengfadaxue",1457
"5586","华东政法大学",10276,2011,"文科","上海","华东政法大学",23,4978,597,1.33,0.0293117408906883,1716598,2302.66,65.5,745.484787159199,10919,0.455902555179046,"huadongzhengfadaxue",1457
"5596","华东政法大学",10276,2015,"理科","上海","华东政法大学",16,15431,620,62.09,0,2356094,2426,75.4,971.184666117065,51000,0.30256862745098,"huadongzhengfadaxue",1457
"5614","华东政法大学",10276,2011,"理科","上海","华东政法大学",27,22664,577,1.33,0.0293117408906883,1716598,2302.66,65.5,745.484787159199,30392,0.745722558568044,"huadongzhengfadaxue",1457
"5616","华东政法大学",10276,2013,"文科","上海","华东政法大学",26,3524,616,1.42,0.0257907542579075,2018172,2380.43,72.7,847.818251324341,12924,0.272670999690498,"huadongzhengfadaxue",1457
"5642","华东理工大学",10251,2010,"理科","上海","华东理工大学",36,14107,639,11.61,0.03,1504645,2210.28412774259,61.5,680.747321629064,29550,0.477394247038917,"huadongligongdaxue",1448
"5646","华东理工大学",10251,2013,"理科","上海","华东理工大学",36,16041,602,13.21,0.0255474452554745,2018172,2380.43,72.7,847.818251324341,40420,0.396857991093518,"huadongligongdaxue",1448
"5648","华东理工大学",10251,2012,"理科","上海","华东理工大学",36,15180,606,12.54,0.0255589123867069,1919569,2347.46,69.2,817.721707718129,29207,0.519738418872188,"huadongligongdaxue",1448
"5655","华东理工大学",10251,2011,"理科","上海","华东理工大学",34,18832,583,12.15,0.0280566801619433,1716598,2302.66,65.5,745.484787159199,30392,0.61963674651224,"huadongligongdaxue",1448
"5656","华东理工大学",10251,2015,"理科","上海","华东理工大学",37,12327,626,66.08,0.0341653666146646,2356094,2426,75.4,971.184666117065,51000,0.241705882352941,"huadongligongdaxue",1448
"5662","华东理工大学",10251,2014,"理科","上海","华东理工大学",36,14042,599,65.76,0,2160212,2415.15,75.6,894.442167153179,43106,0.325755115297174,"huadongligongdaxue",1448
"5678","华中农业大学",10504,2012,"理科","湖北","华中农业大学",25,29207,585,10.73,0.0308157099697885,1963226,5758,69.2,340.956234803751,29207,1,"huazhongnongyedaxue",984
"5679","华中农业大学",10504,2013,"文科","湖北","华中农业大学",12,12924,594,10.56,0.029683698296837,2225045,5779,72.7,385.022495241391,12924,1,"huazhongnongyedaxue",984
"5680","华中农业大学",10504,2014,"理科","湖北","华中农业大学",40,43049,560,64.52,0,2466849,5799,75.6,425.392136575272,43106,0.998677678281446,"huazhongnongyedaxue",984
"5687","华中农业大学",10504,2015,"文科","湖北","华中农业大学",16,12057,579,65.81,0.0379095163806552,2736704,5816,75.4,470.547455295736,16964,0.710740391417119,"huazhongnongyedaxue",984
"5705","华中农业大学",10504,2011,"文科","湖北","华中农业大学",12,10919,580,10.24,0.030080971659919,1596761,5727.9143,65.5,278.768311879247,10919,1,"huazhongnongyedaxue",984
"5719","华中农业大学",10504,2013,"理科","湖北","华中农业大学",38,40420,574,10.56,0.029683698296837,2225045,5779,72.7,385.022495241391,40420,1,"huazhongnongyedaxue",984
"5730","华中农业大学",10504,2015,"理科","湖北","华中农业大学",37,39622,588,65.81,0.0379095163806552,2736704,5816,75.4,470.547455295736,51000,0.776901960784314,"huazhongnongyedaxue",984
"5742","华中农业大学",10504,2010,"文科","湖北","华中农业大学",12,10845,595,10.88,0.0330452674897119,1296110,5720,61.5,226.592657342657,10869,0.997791885178029,"huazhongnongyedaxue",984
"5759","华中农业大学",10504,2010,"理科","湖北","华中农业大学",28,23699,627,10.88,0.0330452674897119,1296110,5720,61.5,226.592657342657,29550,0.801996615905245,"huazhongnongyedaxue",984
"5766","华中农业大学",10504,2011,"理科","湖北","华中农业大学",28,30392,568,10.24,0.030080971659919,1596761,5727.9143,65.5,278.768311879247,30392,1,"huazhongnongyedaxue",984
